date,variable,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,confirm
10/7/2022,reported_cases,estimate based on partial data,101,104.9935032,33.70008098,56,81,94,110,124,165,109
10/8/2022,reported_cases,estimate based on partial data,38,39.88355822,13.97354409,19,30,35,42,48,65,33
10/9/2022,reported_cases,estimate based on partial data,25,25.68465767,9.105713014,13,19,22,27,31,42,19
10/10/2022,reported_cases,estimate based on partial data,92,95.62118941,30.4513453,51,74,85,100,114,148,42
10/11/2022,reported_cases,estimate based on partial data,96,99.85157421,31.43296771,55,78,89,104,118,157,143
10/12/2022,reported_cases,estimate based on partial data,80,82.68065967,27.33752861,45,62,73,86,99,131,106
10/13/2022,reported_cases,estimate based on partial data,83,86.08245877,27.49341189,47,66,76,90,103,135,127
10/14/2022,reported_cases,estimate based on partial data,71,74.52973513,25.57944957,40,56,66,78,89,120,80
10/15/2022,reported_cases,estimate based on partial data,27,28.03648176,10.38730804,13,21,25,29,34,46,24
10/16/2022,reported_cases,estimate based on partial data,17,18.001999,7.050957098,8,13,15,19,22,31,8
10/17/2022,reported_cases,estimate based on partial data,64,66.41629185,23.28585653,34,49,58,69,80,109,95
10/18/2022,reported_cases,estimate based on partial data,69,70.65267366,23.89466058,37,54,63,74,84,113,37
10/19/2022,reported_cases,estimate based on partial data,54,56.37431284,20.05061894,29,42,49,59,68,92,52
10/20/2022,reported_cases,forecast,57,59.73263368,22.02861729,29,44,52,62,72,99,NA
10/21/2022,reported_cases,forecast,47,50.10844578,19.09378783,24,36,43,52,61,87,NA
10/22/2022,reported_cases,forecast,18,19.30234883,8.561135408,7,13,16,20,24,35,NA
10/23/2022,reported_cases,forecast,12,12.47826087,5.995052308,5,8,10,13,16,24,NA
10/24/2022,reported_cases,forecast,43,46.04247876,19.28718991,21,33,39,47,56,81,NA
10/25/2022,reported_cases,forecast,45,48.10744628,21.52746965,21,33,40,50,59,85,NA
10/26/2022,reported_cases,forecast,36,39.2123938,18.31593204,17,26,32,40,48,75,NA
